"x","y"
2.19478898413945,6.68596558214631
2.67455754836556,8.59862465411425
3.57784013508353,6.38276341441087
5.08693505497649,7.68720063474029
1.90756868966855,4.70973326568492
5.04275358235464,7.71010960196145
5.25103870872408,5.24014794384129
3.97359006619081,4.93765471538063
3.83101319754496,6.65007600572426
1.27803821710404,5.94071790296584
1.92688558704685,8.04637142596766
1.79450538638048,7.31461836886592
4.09160280996002,6.62268882652279
2.72846673196182,7.04006565618329
4.4642863899935,8.9744308545487
3.23964658938348,4.56289240869228
4.2292832871899,7.94563069171272
5.46357742673717,8.23957178473938
2.71015830745455,6.64877086796332
4.49850349593908,7.78928316500969
5.20617353997659,5.34456242120359
1.95464134577196,5.64265092287678
3.93253194738645,5.06819297920447
1.56499793182593,4.77859897480812
2.20249300927389,6.04095566016622
2.73751341644675,5.31425797299016
1.06025649921503,6.70283393596765
2.7207458068151,5.17464029963594
4.91360880574211,7.92844206851441
2.53157048509456,8.10284230986144
3.16936051961966,8.67023130843882
3.6980462144129,6.002529002144
3.22093588171992,4.88884085090831
1.8379792063497,4.73909360356629
4.72317993373144,6.37167108454742
4.00810032186564,8.65081796783488
4.57407937326934,8.61394065537024
1.48574631649535,4.52342484192923
4.25669925718103,7.07517359394114
2.85073493339587,7.35070792387705
4.69425832352135,5.27782381803263
3.91177087218966,5.67753882938996
4.52319743030239,8.66465963842347
3.48866340238601,6.65077890688553
3.38373811088968,6.42042788292747
4.55210304260254,8.54572384804487
1.10499041050207,8.05302430281881
3.14753529266454,6.05097516928799
4.2954118240159,6.95274184166919
4.11729200417176,7.42017521057278
3.14928829960991,6.38223916408606
4.87544264574535,7.78567947784904
2.97143698250875,8.40041883650701
2.1015877466416,5.58888223464601
1.31805571215227,4.530492416583
1.44759772077668,7.43499999353662
2.42322268232238,5.23100050678477
3.33385418436956,8.93596624745987
3.97902284387965,4.74367557722144
2.83073584234808,4.662174529396
5.10794165916741,5.6482251577545
2.32121517742053,8.48888671898749
3.06579576816875,8.05337062419858
2.49577603384387,5.00534317991696
3.92891710181721,8.17362876981497
2.16107551322784,7.8241055564722
3.1534536172403,4.97956280736253
4.44839801790658,6.84878675022628
1.37911111465655,8.85546936211176
4.93894598516636,5.00276066211518
2.52582822029945,7.36737454624381
4.77748157584574,8.68553563160822
2.56007570121437,6.90281574684195
2.50198718858883,6.60453695082106
3.14358060283121,5.17880010511726
5.01489251130261,7.05953779583797
4.8895276178373,6.27625587524381
2.75495294563007,6.31829651654698
4.4979431447573,8.60027853248175
5.32278098748066,7.34191124537028
2.95596768148243,5.28686984349042
4.20631605421659,6.37926523026545
2.79997466003988,7.43972876889165
2.4640846834518,6.84794513066299
4.40689216612373,7.82809307507705
1.91211514815222,7.21624114690349
4.2000455011148,8.4287824697094
1.5476136446232,8.29601714259479
2.10469831281807,7.31694044312462
1.64486970740836,7.139041382703
2.07833236793522,5.59394402930047
1.26520469773095,5.96473194239661
3.89029716339428,5.18670850724448
4.94321145711001,6.26156866550446
4.5051160485018,5.63656278513372
4.58788971649483,6.09687117906287
3.04873504128773,5.15166623122059
2.84537836920936,6.65825615020003
4.64891609246843,8.04830748529639
3.72219980624504,8.37726152711548
3.94625767634716,7.40996875462588
2.58938772371039,4.72073066735175
2.2161706564948,8.32601415831596
5.46707827528007,7.6737010149518
3.85071968997363,5.83762282202952
1.95943660847843,5.24388214037754
1.58217556634918,6.40117304201704
3.15153115440626,8.91031402058434
5.15833511424717,7.74542213778477
3.69442435214296,4.91903728572652
5.39276812714525,7.05191175907385
4.29306630347855,7.89140136237256
2.60527110437397,6.32810350251384
2.94163160747848,5.09636128577404
1.66695202304982,5.87813527369872
1.05884908966254,7.91696632630192
4.22004729742184,7.47643075499218
1.46432906086557,4.80697701021563
3.00827956874855,8.77597757067997
3.88045470311772,6.11170695489272
5.46327379019931,7.21481847076211
3.23017110035289,8.00396541855298
3.17957285966258,4.51246929215267
1.78049050690606,6.23716043878812
4.39669425028842,5.12804728955962
3.04252970148809,7.35499520972371
3.30026402696967,6.55429959087633
1.93395300977863,5.90071052277926
2.02896164229605,8.07632187602576
3.68070398340933,4.87783262506127
3.58692489226814,8.33850210963283
1.34678971127141,8.05669940588996
1.15993260813411,7.00919536978472
3.89257971488405,7.33048785023857
5.17876839835662,8.20222274819389
3.69141590059735,6.57643452705815
3.52405336603988,7.45509035722353
3.36712475761306,7.97006152651738
5.43292850744911,6.10065664350986
3.28438820049632,5.69398040289525
4.07254635402933,5.44019281386863
3.7069354794221,4.90571385249496
2.07490904990118,4.79179814842064
2.16174667002633,7.46767270134296
4.28189330513123,8.27534917567391
3.03656874131411,4.90057284361683
1.78807045787107,8.37670059339143
4.36014221329242,5.4821188399801
1.47244438179769,4.94321557902731
4.89045227062888,8.7072906664107
3.76590237254277,7.34870628558565
3.50721792480908,7.45193360676058
2.47949793573935,5.15528227225877
3.03909150452819,8.71519321482629
3.25198437680956,4.549601217499
1.81389862508513,6.27988275722601
3.38333771261387,8.02689740248024
1.33874085568823,4.59861846675631
2.24990169692319,7.88600690674502
1.95714783656877,5.12593015597668
2.28155716438778,4.94941990356892
5.02792346326169,5.00055485847406
3.0080589549616,4.56407066644169
4.50993200403173,8.41271689371206
4.96278565691318,5.66519419709221
2.8590589427622,4.58541909931228
1.2871381622972,4.93200014415197
2.50969371257816,8.17506291239988
4.25676675979048,6.02654152968898
2.51926900073886,7.53134450444486
3.83686355117243,4.62552316056099
4.78276549302973,8.57924830703996
4.85259249119554,8.97940680698957
2.7611167646246,6.62123210309073
2.71222248522099,6.60443946090527
5.02950441697612,8.63227455038577
3.89942093309946,5.3538662121864
4.33485391922295,8.54708935017698
3.72386550938245,6.03075958415866
5.06386725173797,7.42834797687829
2.32178569794632,7.54019821970724
1.86067049449775,7.87755570723675
4.98902924486902,8.04679920058697
3.26502768578939,4.64785286283586
4.94675894360989,7.86099987162743
1.85137130098883,8.47079692699481
4.41146373574156,8.36478693026584
4.26024501700886,8.83319504326209
5.24676168232691,7.25347599992529
3.46440964157227,8.04492505104281
4.20284740475472,8.69951575552113
2.7500729492167,4.65788849454839
1.45392906782217,7.17797825869638
5.17285939864814,4.89513312466443
2.27454625139944,8.22585411707405
3.65757921466138,6.95227834756952
1.49662272224668,5.72384542145301
4.78228164452594,7.41840789886191
2.43083657999523,7.45777778921183
4.52283101645298,8.72028460912406
2.20378693309613,8.83690411085263
1.98390378197655,5.60060611576773
3.32558576378506,8.58120116894133
2.2102776641259,4.61345039843582
1.81525747303385,6.90521442855243
3.33359261869919,5.10534534067847
3.53252321109176,4.57429746212438
1.58120584511198,5.78079018776771
2.15365421806928,5.66186855023261
4.23070874193218,5.14157488814089
5.32634471391793,6.87380775692873
1.45063380955253,7.98337702942081
4.43450210278388,7.63704246806446
5.26584859599825,5.53743563429452
4.6838560977485,7.5881358620245
2.3873154881876,6.81300543970428
3.92310757224914,5.68874088989105
5.29009953001514,8.64911683648825
5.29179692512844,8.1520041563781
2.52990641538054,6.895822265069
2.18113349552732,8.04199112928472
1.7445426993072,6.58339166804217
2.44975625479128,6.8230704908492
3.29556342947762,6.68076550390106
5.15785812109243,4.62161140702665
3.29931864258833,6.71748398558702
2.15929567371495,8.21684017439838
1.20907399128191,5.65249597735237
2.88035316253081,8.79074237484019
4.84300676023122,5.97988825687207
2.56253804976586,6.9957029374782
1.59149044239894,6.32887825754005
